Département;Code du Canton;Libellé du Canton;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Binôme_0;Nuance_0;Voix_0;%Voix/Exp_0;Binôme_1;Nuance_1;Voix_1;%Voix/Exp_1;Binôme_2;Nuance_2;Voix_2;%Voix/Exp_2;Binôme_3;Nuance_3;Voix_3;%Voix/Exp_3;Binôme_4;Nuance_4;Voix_4;%Voix/Exp_4;Binôme_5;Nuance_5;Voix_5;%Voix/Exp_5;Binôme_6;Nuance_6;Voix_6;%Voix/Exp_6;Binôme_7;Nuance_7;Voix_7;%Voix/Exp_7;Binôme_8;Nuance_8;Voix_8;%Voix/Exp_8;Binôme_9;Nuance_9;Voix_9;%Voix/Exp_9;Binôme_10;Nuance_10;Voix_10;%Voix/Exp_10;Binôme_11;Nuance_11;Voix_11;%Voix/Exp_11;Binôme_12;Nuance_12;Voix_12;%Voix/Exp_12;Binôme_13;Nuance_13;Voix_13;%Voix/Exp_13
31;13;Revel;31779;18255;13524;583;397;12544;M. Gilbert HEBRARD;BC-UG;6898.0;54.99;Mme Pascale AJAC;BC-RN;2784.0;22.19;M. Ronald BERGER;BC-ECO;2373.0;18.92;M. Jacques DUMEUNIER;BC-EXG;489.0;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;14;Saint-Gaudens;26387;15177;11210;223;223;10764;M. Jean-Yves DUCLOS;BC-DVC;5441.0;50.55;M. Julien LACROIX;BC-UG;2351.0;21.84;M. Loïc DELCHARD;BC-RN;1761.0;16.36;Mme Marlène DANFLOUS;BC-ECO;749.0;6.96;M. Fabien LASSERRE;BC-FI;462.0;4.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;15;Toulouse-1;29806;19935;9871;160;125;9586;Mme Isabelle HARDY;BC-UG;3243.0;33.83;M. François BENOIT-MARQUIE;BC-ECO;2263.0;23.61;Mme Marie-Claire CONSTANS;BC-UCD;1550.0;16.17;M. Théophane MOREAU;BC-RN;1172.0;12.23;Mme Victoria SCAMPA;BC-FI;1168.0;12.18;Mme Anne BOUCHER;BC-EXG;190.0;1.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;16;Toulouse-2;28148;18347;9801;232;111;9458;Mme Christine COURADE;BC-UG;3349.0;35.41;Mme Nathalie FROMONT;BC-ECO;2418.0;25.57;M. Laurent CASBAS;BC-UD;1642.0;17.36;M. Jacques BERTRAND;BC-RN;1030.0;10.89;Mme Circé COLLONGEON;BC-FI;791.0;8.36;M. Emmanuel CORDIER;BC-DIV;228.0;2.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;17;Toulouse-3;28087;17849;10238;145;88;10005;Mme Anne Fanny BOYER;BC-UG;2837.0;28.36;Mme Kavout MAHY;BC-ECO;2482.0;24.81;M. Patrice, Alain DEMAY;BC-DVD;1637.0;16.36;M. Julien BOSCHERIE;BC-UC;1230.0;12.29;Mme Aline COMBRES;BC-FI;958.0;9.58;M. Michel AUTISSIER;BC-RN;861.0;8.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;18;Toulouse-4;29134;18256;10878;138;87;10653;Mme Ines GOFFRE PEDROSA;BC-UG;3087.0;28.98;M. Charles GUILLOU;BC-ECO;2612.0;24.52;M. Bernard CABRIÈRES;BC-UC;2062.0;19.36;M. Julien GRANDCHAMP DE CUEILLE;BC-UD;1828.0;17.16;Mme Marie RUATTA;BC-RN;1064.0;9.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;19;Toulouse-5;19105;12731;6374;116;74;6184;M. Mourad FELLAH;BC-UG;2099.0;33.94;Mme Méryl SROCYNSKI;BC-ECO;1738.0;28.1;Mme Alienor DE ROSTOLAN;BC-UCD;1148.0;18.56;M. Thomas BARKATS;BC-RN;666.0;10.77;M. Mostafa FOURKANI;BC-FI;533.0;8.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;20;Toulouse-6;26572;19866;6706;145;95;6466;Mme Zohra EL KOUACHERI;BC-UG;2147.0;33.2;M. Jean-François AUDIGUIER;BC-UCD;1268.0;19.61;M. Ken IWASAKI;BC-ECO;1244.0;19.24;Mme Eliane BÉNAZET;BC-RN;1062.0;16.42;Mme Karine BELLEMARE;BC-FI;745.0;11.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;21;Toulouse-7;36057;22691;13366;298;181;12887;Mme Laurence DEGERS;BC-UG;5548.0;43.05;M. Thomas LAMY;BC-UCD;2235.0;17.34;M. Stefano MATTHIA;BC-RN;2198.0;17.06;Mme Anaïs JALOUNEIX;BC-DIV;2079.0;16.13;M. François LEPINEUX;BC-FI;827.0;6.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;22;Toulouse-8;33943;24563;9380;158;124;9098;Mme Marie-Claude FARCY;BC-UG;3043.0;33.45;M. Maxime Camille Pierre BOYER;BC-UCD;2046.0;22.49;Mme Karine LAFFITTE;BC-ECO;1824.0;20.05;M. Quentin LAMOTTE;BC-RN;1479.0;16.26;M. Quentin PEYRAS;BC-FI;706.0;7.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;23;Toulouse-9;35879;22759;13120;191;144;12785;Mme Caroline HONVAULT;BC-DVG;3053.0;23.88;M. Pierre Nicolas BAPT;BC-UG;2929.0;22.91;Mme Elisabeth MATAK;BC-ECO;2066.0;16.16;Mme Nadine BRESSOLLES;BC-RN;1855.0;14.51;M. Louis-Charles GIRAUD-MOREL;BC-LR;1454.0;11.37;Mme Helene COSTES-DANDURAND;BC-UC;1428.0;11.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;24;Toulouse-10;41771;24914;16857;296;166;16395;M. Jean-Baptiste DE SCORRAILLE;BC-UD;6563.0;40.03;Mme Sandrine FRANCHOMME;BC-UG;4614.0;28.14;Mme Marine FAILLETTAZ;BC-ECO;2909.0;17.74;Mme Paulette BUIRA;BC-RN;2309.0;14.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;25;Toulouse-11;27824;17925;9899;166;111;9622;M. Christophe LUBAC;BC-UG;3056.0;31.76;Mme Sylvie BROT;BC-UCD;2831.0;29.42;M. Henri AREVALO;BC-ECO;1987.0;20.65;Mme Diane DE CHAMBON;BC-RN;1135.0;11.8;M. David MARMOUGET;BC-FI;613.0;6.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;26;Tournefeuille;39643;24792;14851;255;171;14425;Mme Martine CROQUETTE;BC-UG;4482.0;31.07;M. Aurélien ANDREU-SEIGNÉ;BC-UC;4114.0;28.52;Mme Anissa Zohra SAIDANI;BC-ECO;2460.0;17.05;M. Eric MARIETTA;BC-RN;2459.0;17.05;Mme Elsa GALATAUD;BC-FI;910.0;6.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;27;Villemur-sur-Tarn;32707;21032;11675;288;172;11215;Mme Karine BARRIERE;BC-DVC;3040.0;27.11;M. François BATAILLE;BC-UG;2665.0;23.76;Mme Nicole IZARD;BC-RN;2658.0;23.7;M. Bertrand DUBAELE;BC-ECO;1313.0;11.71;M. Nicolas BONLEUX;BC-LR;1031.0;9.19;M. Serge DAVOUST;BC-FI;508.0;4.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;1;Adour-Gersoise;7464;3698;3766;168;81;3517;M. René CASTETS;BC-DVD;1798.0;51.12;Mme Marie-Pierre DESBONS;BC-DVG;1427.0;40.57;M. Louis GOMEZ;BC-COM;292.0;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;2;Armagnac-Ténarèze;7939;4568;3371;134;100;3137;Mme Patricia ESPERON;BC-LR;1781.0;56.77;Mme Carole ROLANDO;BC-DVG;1356.0;43.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;3;Astarac-Gimone;7094;3718;3376;161;81;3134;Mme Françoise CASALÉ;BC-DVG;1990.0;63.5;Mme Marie-Hélène DUPUY;BC-DVD;642.0;20.49;Mme Anne-Catherine HUMBERT;BC-RN;502.0;16.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;4;Auch-1;8094;4913;3181;153;108;2920;M. Michaël AURORA;BC-DVG;1245.0;42.64;Mme Nathalie SIMONIN;BC-DIV;920.0;31.51;M. Patrick KOPFF;BC-ECO;431.0;14.76;Mme Irène BÉNARD;BC-COM;324.0;11.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;5;Auch-2;7706;4591;3115;109;66;2940;Mme Charline DUMONT;BC-DVG;1429.0;48.61;M. Pierre-Yves ARNAUD;BC-DIV;606.0;20.61;Mme Chantal LASSALE;BC-RN;461.0;15.68;Mme Nadia BAÏTICHE;BC-ECO;444.0;15.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;6;Auch-3;7339;4743;2596;182;99;2315;M. Camille BONNE;BC-DVG;1053.0;45.49;M. Bertrand GONTHIEZ;BC-UC;489.0;21.12;Mme Caroline BOUCHER;BC-ECO;449.0;19.4;Mme Julie AGUINALIN;BC-COM;324.0;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;7;Baïse-Armagnac;8758;4961;3797;131;95;3571;Mme Elodie LANAVE;BC-DVG;1581.0;44.27;Mme Raymonde BARTHE;BC-DVD;952.0;26.66;M. Thierry SACRÉ;BC-DVD;559.0;15.65;Mme Nathalie CASALÉ;BC-UC;368.0;10.31;M. Pascal CONNAN;BC-EXG;111.0;3.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;8;Fezensac;7103;3448;3655;123;87;3445;M. Benoit DESENLIS;BC-DVD;1326.0;38.49;M. Philippe CAHUZAC;BC-DVG;1068.0;31.0;Mme Marie-Martine DALLA-BARBA;BC-DVD;690.0;20.03;M. Fabrice MERCKLE;BC-RN;361.0;10.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;9;Fleurance-Lomagne;10438;5740;4698;161;82;4455;Mme Charlette BOUE;BC-DVG;2417.0;54.25;M. Grégory BOBBATO;BC-DVD;1320.0;29.63;M. David DOMINGUES;BC-RN;718.0;16.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;10;Gascogne-Auscitaine;7523;4113;3410;134;76;3200;M. Bernard KSAZ;BC-DVG;1417.0;44.28;Mme Fabienne DORE;BC-DVD;702.0;21.94;M. Alain DANET;BC-RN;621.0;19.41;M. Nicolas CHATELAIN;BC-ECO;460.0;14.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;11;Gimone-Arrats;10634;5958;4676;240;105;4331;M. Philippe DUPOUY;BC-DVG;2817.0;65.04;M. Bruno DIENOT;BC-RN;861.0;19.88;Mme Liliane CORDENOS;BC-COM;653.0;15.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;12;Grand-Bas-Armagnac;10031;5196;4835;178;122;4535;M. Vincent GOUANELLE;BC-DVD;2860.0;63.07;M. Christian CUVELLIER;BC-DVD;1675.0;36.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;13;L'Isle-Jourdain;11461;7267;4194;165;86;3943;Mme Christine DUCARROUGE;BC-LR;1954.0;49.56;M. Frédéric PAQUIN;BC-DVG;1092.0;27.69;M. Yannick DELEMASURE;BC-ECO;897.0;22.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;14;Lectoure-Lomagne;7557;3656;3901;152;83;3666;M. Xavier BALLENGHIEN;BC-DVD;1999.0;54.53;Mme Françoise BERNARD-SIRAT;BC-DVG;1667.0;45.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;15;Mirande-Astarac;9503;4914;4589;283;198;4108;M. Francis DUPOUEY;BC-DVG;2913.0;70.91;Mme Alice CENDRÉ;BC-RN;1195.0;29.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;16;Pardiac-Rivière-Basse;7545;3646;3899;142;70;3687;Mme Nathalie BARROUILLET;BC-DVG;2093.0;56.77;Mme Hélène DE RESSEGUIER;BC-DVD;832.0;22.57;M. Christophe LAPLAZA;BC-RN;550.0;14.92;Mme Pia DE WITTE;BC-DIV;212.0;5.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;17;Val-de-Save;9062;4900;4162;151;66;3945;M. Jean-Pierre COT;BC-DVG;2611.0;66.19;Mme Michelle IDRAC;BC-DIV;897.0;22.74;M. Thomas ARRIVETS;BC-COM;437.0;11.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;1;Andernos-les-Bains;46780;31491;15289;300;193;14796;M. Philippe DE GONNEVILLE;BC-DVD;4694.0;31.72;Mme Monique GOUY;BC-RN;2869.0;19.39;Mme Coline DOUBLET-MANO;BC-UGE;2661.0;17.98;Mme Christelle CAILLAUD;BC-REM;1953.0;13.2;Mme Sandra BÂCLE VARON;BC-DVG;1884.0;12.73;M. Noah CHOLLET;BC-COM;735.0;4.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;2;Bordeaux-1;23996;16347;7649;156;55;7438;Mme Wiame BENYACHOU;BC-UGE;3185.0;42.82;Mme Christine ERRERA;BC-DVD;1251.0;16.82;M. Johnny LEBEAUPIN;BC-REM;1150.0;15.46;Mme Myriam ECKERT;BC-EXG;1055.0;14.18;Mme Jennifer ADAM;BC-RN;637.0;8.56;M. Farid AZZOUG;BC-EXG;132.0;1.77;M. Akim EL OUAHDANI;BC-DVG;28.0;0.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;3;Bordeaux-2;31381;20293;11088;212;86;10790;M. Cyril FONROSE;BC-UG;3502.0;32.46;Mme Laurence DESSERTINE;BC-DVD;2730.0;25.3;M. Marik FETOUH;BC-DVD;1767.0;16.38;Mme Christiane ARMANET;BC-RN;1052.0;9.75;M. Guillaume BORAUD;BC-UD;951.0;8.81;M. Gautier FOURNIÉ;BC-EXG;603.0;5.59;M. Philippe GOUBAND;BC-DIV;185.0;1.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;4;Bordeaux-3;34615;21973;12642;263;260;12119;Mme Géraldine AMOUROUX;BC-LR;2998.0;24.74;M. Clément JEANDET;BC-UGE;2913.0;24.04;Mme Dominique DAVID;BC-REM;2890.0;23.85;M. Christophe DEDENIS;BC-RN;1625.0;13.41;M. Ludovic BOUSQUET;BC-UCD;1098.0;9.06;Mme Nadia SANGUINE;BC-EXG;595.0;4.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;5;Bordeaux-4;32907;23952;8955;219;93;8643;M. Vincent MAURIN;BC-UG;2814.0;32.56;Mme Alexandra MARTIN;BC-REM;1738.0;20.11;Mme Julie JEAN;BC-UCD;1604.0;18.56;Mme Morgane LE NAIR;BC-RN;1180.0;13.65;M. Pierre BENAÏM;BC-EXG;815.0;9.43;Mme Sandrine DANIEL;BC-DIV;327.0;3.78;Mme Magali FORONI;BC-DVG;165.0;1.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;6;Bordeaux-5;28972;19612;9360;188;110;9062;Mme Eve DEMANGE;BC-UGE;4184.0;46.17;Mme Emmanuelle CUNY;BC-UD;1381.0;15.24;Mme Flora COUHAULT;BC-EXG;1360.0;15.01;Mme Romane DUBOUCHET GOZALO;BC-REM;1214.0;13.4;M. Pierre LE CAMUS;BC-RN;923.0;10.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;7;Le Bouscat;29828;20154;9674;204;61;9409;Mme Fabienne DUMAS;BC-DVD;3162.0;33.61;M. Patrick ALVAREZ;BC-UG;2880.0;30.61;Mme Frédérique BOUCHER;BC-UCD;1885.0;20.03;M. Patrick FAUTRIER;BC-RN;1482.0;15.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;8;La Brède;33950;22342;11608;323;163;11122;M. Bernard FATH;BC-SOC;5328.0;47.91;Mme Eugénie BARRON;BC-UC;2622.0;23.57;Mme Julie LATASTE;BC-RN;1984.0;17.84;M. Gabriel BOYREAU;BC-UD;1188.0;10.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;9;Cenon;28471;21089;7382;201;123;7058;M. Jean-François EGRON;BC-SOC;3238.0;45.88;M. Alexandre LEDOUX;BC-RN;1454.0;20.6;Mme Céline BLANC;BC-UCD;1154.0;16.35;Mme Marielle ABARRATEGUI;BC-FI;601.0;8.52;Mme Sylvie GALAN;BC-COM;430.0;6.09;Mme Florence CARCENAC DE TORNÉ;BC-DVG;181.0;2.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;10;Les Coteaux de Dordogne;27062;17226;9836;294;208;9334;M. Jacques BREILLAT;BC-LR;3930.0;42.1;Mme Marie-Christine FAURE;BC-UG;2941.0;31.51;Mme Pauline GARRAUD;BC-RN;2463.0;26.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;11;Créon;37877;24847;13030;343;180;12507;Mme Céline GOEURY;BC-DVG;3975.0;31.78;Mme Christelle DUBOS;BC-REM;2919.0;23.34;Mme Colette JACQUEMOT;BC-RN;2551.0;20.4;Mme Mathilde FELD;BC-UGE;2446.0;19.56;Mme Dominique BARBE;BC-DVG;616.0;4.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;12;L'Entre-Deux-Mers;27187;17037;10150;332;185;9633;Mme Marie-Claude AGULLANA;BC-DVG;3249.0;33.73;M. Eric GUERIN;BC-DVD;2416.0;25.08;Mme Catherine COURBIAN CHAUDERON;BC-RN;2103.0;21.83;M. Lionel CHOLLON;BC-UG;1865.0;19.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;13;L'Estuaire;30680;20494;10186;435;288;9463;M. Louis CAVALEIRO;BC-UG;3540.0;37.41;Mme Christine DUMAS;BC-EXD;2514.0;26.57;M. Mathieu DELOMIER;BC-UCD;1688.0;17.84;M. Alexis BORNAZEAU;BC-DIV;1234.0;13.04;M. Charles TAILLEUR;BC-DSV;282.0;2.98;Mme Sandrine GUYOMAR;BC-DVG;205.0;2.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;14;Gujan-Mestras;35626;24216;11410;178;134;11098;Mme Karine DESMOULIN;BC-SOC;3707.0;33.4;M. Jacques CHAUVET;BC-UCD;2148.0;19.35;M. Bruno DUMONTEIL;BC-DVD;2006.0;18.08;M. Hubert BONJEAN;BC-RN;1825.0;16.44;Mme Béatrice BACH;BC-ECO;1007.0;9.07;M. Jean-Baptiste BONNET;BC-FI;405.0;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;15;Les Landes des Graves;34068;22815;11253;310;169;10774;M. Hervé GILLÉ;BC-SOC;3550.0;32.95;Mme Martine DUPRAT;BC-RN;2813.0;26.11;Mme Corinne LAURENT;BC-LR;2265.0;21.02;Mme Emma DA SILVA CARVALHO;BC-UGE;1688.0;15.67;M. David RIEU;BC-COM;458.0;4.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;16;Le Libournais-Fronsadais;37931;25318;12613;433;240;11940;M. Jean-Henri GALAND;BC-UGE;6032.0;50.52;Mme Marie-Thérèse ALONSO;BC-UXD;3341.0;27.98;M. Michaël CENNI;BC-DVD;2567.0;21.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;17;Lormont;26562;19042;7520;226;118;7176;Mme Martine COUTURIER;BC-UGE;3069.0;42.77;M. Serge BLUGE;BC-RN;1917.0;26.71;Mme Olga AKOU;BC-UCD;814.0;11.34;M. Didier ERIT;BC-LR;795.0;11.08;Mme Maud BESSON;BC-FI;581.0;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;18;Mérignac-1;31543;21408;10135;188;121;9826;M. Alain CHARRIER;BC-SOC;2933.0;29.85;M. Stéphane GASO;BC-ECO;1849.0;18.82;Mme Clara FEUFEU-ROZIÈRE;BC-REM;1789.0;18.21;M. Herve CARAMONA;BC-RN;1625.0;16.54;M. Wilfrid DAUTRY;BC-UCD;1027.0;10.45;M. Joël GIRARD;BC-COM;458.0;4.66;Mme Maria CALVAR;BC-DSV;145.0;1.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;19;Mérignac-2;34243;23238;11005;204;126;10675;M. Arnaud ARFEUILLE;BC-SOC;3292.0;30.84;Mme Anne-Claire MOSOLL;BC-DVD;2407.0;22.55;Mme Maitena BRU;BC-ECO;2056.0;19.26;Mme Josyane-Andrée PITRAU;BC-RN;1664.0;15.59;M. Patrice LASSALLE-BAREILLES;BC-UC;804.0;7.53;M. Loïc FARNIER;BC-COM;452.0;4.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;20;Le Nord-Gironde;36365;24476;11889;481;254;11154;M. Florian DUMAS;BC-SOC;6209.0;55.67;Mme Edwige DIAZ;BC-EXD;4945.0;44.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;21;Le Nord-Libournais;36105;23965;12140;316;272;11552;M. Sébastien LABORDE;BC-UG;4731.0;40.95;M. Jérôme COSNARD;BC-DVC;3465.0;29.99;M. Nicolas GOURY;BC-RN;3356.0;29.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;22;Le Nord-Médoc;31628;20373;11255;257;190;10808;Mme Chloé CHAGNIAT;BC-RN;3819.0;35.33;M. Stéphane LE BOT;BC-UG;2668.0;24.69;M. Florent FATIN;BC-UCD;2650.0;24.52;M. Johny CARON;BC-DVD;1050.0;9.72;Mme Laurence BERTIN;BC-FI;621.0;5.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;23;Pessac-1;42010;27401;14609;253;152;14204;Mme Laure CURVALE;BC-UGE;6025.0;42.42;M. Stéphane COMME;BC-REM;2518.0;17.73;Mme Marianna CARPENTIER;BC-RN;1929.0;13.58;M. Ludovic BIDEAU;BC-UCD;1594.0;11.22;M. Laurent DESPLAT;BC-DVD;1023.0;7.2;Mme Marie-Laure Christine CARDINAL;BC-FI;599.0;4.22;Mme Valérie GASTAUD;BC-COM;434.0;3.06;Mme Anne-Marie  Dovi ATTIOGBE ABBA;BC-DVG;82.0;0.58;;;;;;;;;;;;;;;;;;;;;;;;
33;24;Pessac-2;36190;23838;12352;201;155;11996;Mme Agnès DESTRIAU;BC-UGE;4884.0;40.71;Mme Bérangère COUILLARD;BC-UC;3109.0;25.92;Mme Zeïneb LOUNICI;BC-DVD;1757.0;14.65;Mme Edwige MARCHAIS;BC-RN;1427.0;11.9;Mme Isabel GARCIA;BC-FI;819.0;6.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;25;Les Portes du Médoc;41927;28885;13042;308;171;12563;Mme Christine BOST;BC-UG;6000.0;47.76;M. Jean-Claude MIGNON;BC-RN;2491.0;19.83;Mme Nadine SANGUINET-JIMENEZ;BC-DIV;1665.0;13.25;Mme Francine DEVERGE;BC-UGE;1193.0;9.5;Mme Marie-Christine GUYOT;BC-UD;982.0;7.82;Mme Sophie MIMEAU;BC-DSV;232.0;1.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;26;La Presqu'île;36361;25410;10951;285;147;10519;M. Nordine GUENDEZ;BC-SOC;3391.0;32.24;Mme Valérie DROUHAUT;BC-DVD;3074.0;29.22;Mme Sylvie LOPEZ;BC-RN;2362.0;22.45;Mme Marilyne NGANMOGNE;BC-DVC;999.0;9.5;Mme Laurence ALENDA;BC-DSV;358.0;3.4;M. Benjamin NAVARRO;BC-DVD;335.0;3.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;27;Le Réolais et Les Bastides;32560;19548;13012;414;280;12318;M. Daniel BARBE;BC-SOC;4805.0;39.01;Mme Sandrine CHADOURNE;BC-RN;2966.0;24.08;M. Pascal LAVERGNE;BC-DVC;2132.0;17.31;Mme Fabienne FERTE;BC-DVD;1894.0;15.38;M. Pascal BAGNAROL;BC-COM;521.0;4.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;28;Saint-Médard-en-Jalles;37679;24249;13430;261;124;13045;M. Jacques MANGON;BC-DVC;4571.0;35.04;Mme Dahbia RIGAUD;BC-UG;2971.0;22.78;Mme Ornella DUPRAT;BC-ECO;1902.0;14.58;Mme Christine GINER;BC-RN;1878.0;14.4;Mme Claudie BATTISTON;BC-REM;1282.0;9.83;Mme Karine COURRÈGE;BC-EXG;441.0;3.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;29;Le Sud-Gironde;29374;17067;12307;372;262;11673;Mme Isabelle DEXPERT;BC-SOC;8077.0;69.19;M. Nicolas CALBRIX;BC-RN;2157.0;18.48;Mme Sarah DECHBERY;BC-LR;1439.0;12.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;30;Le Sud-Médoc;41761;27620;14141;291;214;13636;M. Dominique FEDIEU;BC-SOC;5581.0;40.93;Mme Karine PALIN;BC-UC;4319.0;31.67;Mme Marie-Nathalie GONCALVES;BC-RN;2936.0;21.53;Mme Véronique RODRIGUEZ;BC-DVC;800.0;5.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;31;Talence;28604;18956;9648;237;122;9289;M. Bruno BEZIADE;BC-ECO;2595.0;27.94;Mme Roukia ABDEREMANE;BC-UD;2308.0;24.85;M. Arnaud DELLU;BC-SOC;2231.0;24.02;Mme Geneviève DORIN;BC-RN;1169.0;12.58;Mme Marie JANVIER;BC-FI;923.0;9.94;Mme Zoubida BAHA;BC-DVG;63.0;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;32;La Teste-de-Buch;32418;21134;11284;179;140;10965;Mme May ANTOUN;BC-UD;6263.0;57.12;Mme Francine ERB;BC-RN;1993.0;18.18;Mme Françoise COINEAU;BC-ECO;1905.0;17.37;M. Fabien CAIGNARD;BC-COM;804.0;7.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;33;Villenave-d'Ornon;37797;26279;11518;283;172;11063;Mme Martine JARDINÉ;BC-SOC;3797.0;34.32;Mme Maryvonne BASTERES;BC-RN;1895.0;17.13;M. Guillaume LATRILLE;BC-EXG;1868.0;16.89;Mme Joëlle CESSAC-VERNET;BC-REM;1329.0;12.01;M. Didier BION;BC-DVC;1262.0;11.41;M. Paul ROEDERER;BC-COM;708.0;6.4;M. Cyril BONHOMMÉ;BC-DVG;204.0;1.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;1;Agde;42579;28900;13679;253;225;13201;Mme Marie-Christine FABRE DE ROUSSAC;BC-UD;5837.0;44.22;M. Henri COUQUET;BC-RN;4872.0;36.91;Mme Agnes GIZARD-CARLIN;BC-UG;2492.0;18.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
