Département;Code du Canton;Libellé du Canton;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Binôme_0;Nuance_0;Voix_0;%Voix/Exp_0;Binôme_1;Nuance_1;Voix_1;%Voix/Exp_1;Binôme_2;Nuance_2;Voix_2;%Voix/Exp_2;Binôme_3;Nuance_3;Voix_3;%Voix/Exp_3;Binôme_4;Nuance_4;Voix_4;%Voix/Exp_4;Binôme_5;Nuance_5;Voix_5;%Voix/Exp_5;Binôme_6;Nuance_6;Voix_6;%Voix/Exp_6;Binôme_7;Nuance_7;Voix_7;%Voix/Exp_7;Binôme_8;Nuance_8;Voix_8;%Voix/Exp_8;Binôme_9;Nuance_9;Voix_9;%Voix/Exp_9;Binôme_10;Nuance_10;Voix_10;%Voix/Exp_10;Binôme_11;Nuance_11;Voix_11;%Voix/Exp_11;Binôme_12;Nuance_12;Voix_12;%Voix/Exp_12;Binôme_13;Nuance_13;Voix_13;%Voix/Exp_13
88;8;Golbey;19571;13909;5662;167;99;5396;Mme Dominique MARQUAIRE;BC-UD;2562.0;47.48;Mme Angélique REVIRE;BC-RN;1302.0;24.13;Mme Corine ANDRE;BC-DVC;884.0;16.38;M. Alexis MARTIN;BC-UG;648.0;12.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;9;Mirecourt;12708;7843;4865;173;97;4595;Mme Nathalie BABOUHOT;BC-LR;2721.0;59.22;Mme Laura DEMANGE;BC-RN;1014.0;22.07;Mme Julie BAZIN;BC-COM;860.0;18.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;10;Neufchâteau;13284;8075;5209;129;90;4990;Mme Dominique HUMBERT;BC-UD;2434.0;48.78;M. Jean SIMONIN;BC-UCD;1302.0;26.09;M. Emmanuel BURGER;BC-RN;762.0;15.27;M. Stéphane BUSOLINI;BC-COM;492.0;9.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;11;Raon-l'Etape;18299;12773;5526;271;121;5134;M. Benoît PIERRAT;BC-DVC;2598.0;50.6;Mme Cindy ANTOINE;BC-RN;1576.0;30.7;Mme Sandra BLAISE;BC-COM;960.0;18.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;12;Remiremont;18367;12713;5654;164;93;5397;Mme Valérie JANKOWSKI;BC-LR;3399.0;62.98;M. Benjamin FRESSE;BC-RN;1097.0;20.33;M. Dominique CHOLEZ;BC-FI;901.0;16.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;13;Saint-Dié-des-Vosges-1;17139;12045;5094;162;106;4826;Mme Claude BOURDON;BC-DVD;2853.0;59.12;Mme Jocelyne DELON;BC-RN;1248.0;25.86;Mme France BALLET;BC-FI;725.0;15.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;14;Saint-Dié-des-Vosges-2;17887;12258;5629;215;124;5290;M. Stéphane DEMANGE;BC-DVD;2763.0;52.23;M. Yohann MARIN;BC-RN;1399.0;26.45;Mme Pascale BRALLET;BC-COM;848.0;16.03;Mme Marie-Laure BENOIT;BC-ECO;280.0;5.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;15;Le Thillot;13509;9348;4161;217;101;3843;Mme Catherine LOUIS;BC-DVD;2904.0;75.57;M. Laurent MOONS;BC-RN;939.0;24.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;16;Le Val-d'Ajol;16108;10282;5826;224;155;5447;Mme Véronique MARCOT;BC-DVD;3514.0;64.51;Mme Delphine CLAUDIC;BC-RN;1441.0;26.45;Mme Anne FRIEH;BC-DIV;492.0;9.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;17;Vittel;14034;8490;5544;150;156;5238;Mme Sandrine PATARD;BC-DVD;2382.0;45.48;M. Christian FRANQUEVILLE;BC-DVG;1961.0;37.44;M. Ghislain LAMY;BC-RN;895.0;17.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;1;Auxerre-1;9881;6608;3273;97;48;3128;M. Michel DUCROUX;BC-UD;1000.0;31.97;M. Christian FASQUEL;BC-RN;655.0;20.94;Mme Karine BOILEAU-GUINOT;BC-ECO;616.0;19.69;Mme Sophie FEVRE;BC-DVG;504.0;16.11;M. Jean-Philippe BAILLY;BC-DVC;353.0;11.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;2;Auxerre-2;11463;7070;4393;112;63;4218;Mme Arminda GUIBLAIN;BC-DVD;1481.0;35.11;Mme Malika OUNES;BC-DVC;1283.0;30.42;M. Alexandre BROCHIER;BC-RN;843.0;19.99;M. Vulfran BENARD;BC-FI;611.0;14.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;3;Auxerre-3;9540;6323;3217;55;46;3116;M. Christophe BONNEFOND;BC-LR;1515.0;48.62;Mme Laurence BONDOUX;BC-UG;601.0;19.29;Mme Michèle FASQUEL;BC-RN;565.0;18.13;Mme Eglantine BORGNAT;BC-DVG;435.0;13.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;4;Auxerre-4;9380;6222;3158;89;59;3010;Mme Delphine BILLON;BC-DVD;967.0;32.13;M. Mathieu DEBAIN;BC-DVC;729.0;24.22;Mme Christiane ANTENNI;BC-ECO;697.0;23.16;M. Pascal BLAISE;BC-RN;617.0;20.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;5;Avallon;10850;6838;4012;119;47;3846;Mme Aurélie FARCY;BC-DVC;1192.0;30.99;M. Jordan HEITZMANN;BC-DVD;812.0;21.11;M. Xavier COURTOIS;BC-DVD;630.0;16.38;M. Sylvain MONNIER;BC-RN;469.0;12.19;M. Patrice BEAUPIN;BC-UGE;468.0;12.17;Mme Fanny BOUVIER;BC-DSV;275.0;7.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;6;Brienon-sur-Armançon;12182;7988;4194;160;78;3956;M. Jérôme DELAVAULT;BC-UC;1808.0;45.7;M. Jean-François OLIVER;BC-RN;1402.0;35.44;Mme Agnès CLUZEL;BC-UG;746.0;18.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;7;Chablis;12451;7536;4915;212;93;4610;Mme Sylvie CHARPIGNON;BC-LR;2445.0;53.04;Mme Anissa BERRAHO;BC-RN;1125.0;24.4;Mme Danièle BROUIN;BC-UG;1040.0;22.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;8;Charny Orée de Puisaye;12688;7731;4957;104;40;4813;Mme Irène EULRIET;BC-DVD;1414.0;29.38;M. Mahfoud AOMAR;BC-DVD;1365.0;28.36;Mme Patricia GRASSET;BC-RN;1173.0;24.37;Mme Sylvie BORNET;BC-UG;861.0;17.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;9;Cœur de Puisaye;11685;7325;4360;124;65;4171;Mme Annick BETHUEL;BC-RN;1048.0;25.13;M. Gilles ABRY;BC-UD;925.0;22.18;Mme Isabelle BARASSIN;BC-DVD;760.0;18.22;M. Victor COSTA;BC-UGE;736.0;17.65;M. Philippe BLOT;BC-DVC;702.0;16.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;10;Gâtinais en Bourgogne;11569;7255;4314;71;63;4180;M. Christian DESCHAMPS;BC-DVD;1567.0;37.49;M. Jean-Luc HENRY;BC-RN;1173.0;28.06;Mme Christine AITA;BC-DVD;905.0;21.65;Mme Aurélie DUFOUR;BC-FI;535.0;12.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;11;Joigny;12184;7950;4234;108;72;4054;M. Philippe BURIER;BC-UG;1597.0;39.39;M. Cyril ANDRÉ;BC-RN;1086.0;26.79;Mme Natacha CAUCHOIS;BC-UCD;915.0;22.57;M. Clément POINTEAU-LANGEVIN;BC-DVD;301.0;7.42;Mme Annie KERMIN;BC-EXG;155.0;3.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;12;Joux-la-Ville;9787;5853;3934;132;65;3737;Mme Colette LERMAN;BC-UCD;1897.0;50.76;Mme Monique BEL;BC-UGE;1057.0;28.28;M. Philippe RADET;BC-RN;783.0;20.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;13;Migennes;10660;7187;3473;80;42;3351;M. François BOUCHER;BC-UD;1566.0;46.73;Mme Anna MEYROUNE;BC-UG;989.0;29.51;Mme Karine CHICANNE;BC-RN;796.0;23.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;14;Pont-sur-Yonne;9537;6483;3054;64;48;2942;M. Grégory DORTE;BC-DVD;1312.0;44.6;Mme Laurence LEBLANC;BC-RN;909.0;30.9;Mme Laurie COUTOULY;BC-UG;721.0;24.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;15;Saint-Florentin;12887;9062;3825;133;60;3632;M. Gérard ANDRÉ;BC-DVD;1470.0;40.47;Mme Catherine CHEUILLOT-GAUDEAU;BC-RN;1101.0;30.31;M. Thierry CORNIOT;BC-DVG;1061.0;29.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;16;Sens-1;13290;9369;3921;94;75;3752;Mme Ghislaine PIEUX;BC-UD;1824.0;48.61;M. Nicolas LERMITHE;BC-UG;976.0;26.01;Mme Angélique BURGOS;BC-RN;952.0;25.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;17;Sens-2;12270;8792;3478;85;54;3339;M. Jean-Luc GIVORD;BC-UD;1433.0;42.92;Mme Raymonde LEVACHER;BC-RN;909.0;27.22;Mme Gaëlann BUREAUX;BC-UGE;583.0;17.46;Mme Dominique CHAPPUIT;BC-UC;414.0;12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;18;Thorigny-sur-Oreuse;10438;6619;3819;111;54;3654;M. Ludovic MASSARD;BC-RN;1185.0;32.43;Mme Catherine BARDEAU;BC-UD;1008.0;27.59;M. Steve CAMPAGNE;BC-UC;868.0;23.75;M. Alain JOB;BC-DVG;593.0;16.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;19;Tonnerrois;11857;7001;4856;149;52;4655;M. Cédric CLECH;BC-DVC;2346.0;50.4;Mme Anne JERUSALEM;BC-DVD;1345.0;28.89;Mme Sandrine CAMUS NEYENS;BC-RN;964.0;20.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;20;Villeneuve-sur-Yonne;9655;6568;3087;95;54;2938;Mme Elisabeth FRASSETTO;BC-DVD;1119.0;38.09;Mme Audrey LOPEZ;BC-RN;1064.0;36.22;Mme Hélène FERCOCQ;BC-DVG;755.0;25.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;21;Vincelles;11492;7162;4330;148;56;4126;Mme Najiba HADJALLI;BC-DVG;1192.0;28.89;Mme Odile BERTHIER;BC-DVD;1075.0;26.05;M. Léandre CROENNE;BC-RN;1017.0;24.65;Mme Isabelle MICHAUD;BC-DVG;842.0;20.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;1;Bavilliers;10093;6541;3552;207;165;3180;Mme Marie-Dominique BELUCHE;BC-DVG;1611.0;50.66;M. Eric KOEBERLE;BC-LR;1569.0;49.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;2;Belfort-1;7431;5468;1963;112;92;1759;M. Bastien FAUDOT;BC-DVG;761.0;43.26;Mme Charlène AUTHIER-BEYER;BC-LR;505.0;28.71;Mme Betty DEVILLAIRS;BC-REM;282.0;16.03;M. Patrick FORESTIER;BC-DVD;211.0;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;3;Belfort-2;9235;6277;2958;137;119;2702;Mme Marie-Hélène IVOL;BC-LR;1344.0;49.74;M. Sylvain GIGANTE;BC-DVG;801.0;29.64;Mme Frédérique HENNEQUIN;BC-MDM;557.0;20.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;4;Belfort-3;7415;5239;2176;106;92;1978;M. Ian BOUCARD;BC-LR;856.0;43.28;Mme Anny MOREL-GRUNBLATT;BC-DVG;624.0;31.55;Mme Cindy GIRARD;BC-MDM;498.0;25.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;5;Châtenois-les-Forges;10842;6696;4146;272;142;3732;M. Florian BOUQUET;BC-LR;2901.0;77.73;Mme Marie-Laure DUCHANOY;BC-RN;831.0;22.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;6;Delle;12461;8913;3548;552;181;2815;Mme Anaïs MONNIER VON AESCH;BC-LR;2815.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;7;Giromagny;11410;7134;4276;234;137;3905;Mme Rachel COUVREUX;BC-LR;2390.0;61.2;Mme Fatima MAMMAR;BC-DVG;1079.0;27.63;M. Jean-Pierre BORGO;BC-MDM;436.0;11.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;8;Grandvillars;12531;8013;4518;223;84;4211;Mme Isabelle MOUGIN;BC-DVG;2035.0;48.33;Mme Pascale GABILLOUX;BC-DVD;1160.0;27.55;Mme Sophie CARNICER;BC-RN;1016.0;24.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;9;Valdoie;11458;7651;3807;255;150;3402;M. Pierre CARLES;BC-DVD;1506.0;44.27;M. Vincent JEUDY;BC-DVG;1177.0;34.6;M. Michel MURAROTTO;BC-REM;719.0;21.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;1;Arpajon;40864;28673;12191;304;141;11746;Mme Dominique BOUGRAUD;BC-UCD;4728.0;40.25;M. Michel COLLET;BC-UG;4564.0;38.86;Mme Évelyne DJEMA;BC-RN;2454.0;20.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;2;Athis-Mons;32548;22943;9605;173;128;9304;Mme Marion BEILLARD;BC-UG;3934.0;42.28;Mme Aline DURAND;BC-LR;1980.0;21.28;M. Julien DUMAINE;BC-DVD;1555.0;16.71;Mme Christine AUBAUD;BC-RN;1304.0;14.02;M. Jean De Dieu BATINA;BC-REM;531.0;5.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;3;Brétigny-sur-Orge;39319;27161;12158;255;135;11768;M. Nicolas MÉARY;BC-UCD;5425.0;46.1;Mme Isabelle CATRAIN;BC-UGE;4171.0;35.44;Mme Isabelle GIRARD;BC-RN;2172.0;18.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;4;Corbeil-Essonnes;32050;24803;7247;218;120;6909;Mme Fadila CHOURFI;BC-UGE;2573.0;37.24;M. Karl DIRAT;BC-UD;2183.0;31.6;Mme Nancy DEMETTE;BC-RN;1593.0;23.06;Mme Perrine DELACROIX;BC-DVC;560.0;8.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;5;Dourdan;47590;31081;16509;502;187;15820;Mme Dany BOYER;BC-DVC;7589.0;47.97;M. Olivier BOUTON;BC-SOC;4983.0;31.5;M. Gilbert MOUSNIER;BC-RN;3248.0;20.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;6;Draveil;35813;24186;11627;317;115;11195;Mme Anne-Marie JOURDANNEAU-FORT;BC-UD;4333.0;38.7;M. Gregory BENOIT;BC-UGE;3357.0;29.99;Mme Hélène ALVES;BC-RN;1893.0;16.91;Mme Sophie BRIATTE;BC-LR;1012.0;9.04;M. Romain LALANNE;BC-DVD;600.0;5.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;7;Epinay-sous-Sénart;36620;26831;9789;258;123;9408;M. Damien ALLOUCH;BC-SOC;4122.0;43.81;Mme Caroline BRILLAUX;BC-UCD;3107.0;33.03;Mme Evelyne DIET;BC-RN;2179.0;23.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;8;Etampes;40989;28489;12500;358;183;11959;Mme Marie-Claire CHAMBARET;BC-DVD;5432.0;45.42;M. Mathieu HILLAIRE;BC-UG;3426.0;28.65;Mme Annick BOURSICOT-DUPORT;BC-RN;3101.0;25.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;9;Evry-Courcouronnes;33687;26353;7334;229;129;6976;M. Pascal CHATAGNON;BC-DVD;1573.0;22.55;Mme Pétroline BÉROT;BC-UGE;1386.0;19.87;M. Alban BAKARY;BC-UCD;1173.0;16.81;Mme Farida AMRANI;BC-UG;1109.0;15.9;M. Jérémy DE VOS;BC-RN;987.0;14.15;M. Henry SIMENOU;BC-SOC;748.0;10.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;10;Gif-sur-Yvette;46861;26991;19870;383;167;19320;M. Michel BOURNAT;BC-UD;10324.0;53.44;M. Serge AUDINET;BC-UGE;7025.0;36.36;Mme Laura COLIN;BC-RN;1971.0;10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;11;Longjumeau;42405;30246;12159;316;158;11685;M. Stéphane BAZILE;BC-UC;5476.0;46.86;M. David NOVEL;BC-ECO;3006.0;25.73;M. Alain BOUTALEB;BC-RN;2605.0;22.29;Mme Grâce LOKIMBANGO;BC-DIV;598.0;5.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;12;Massy;38913;27098;11815;240;136;11439;Mme Martine CINOSI GIRARD;BC-DVD;4885.0;42.7;M. Roger DEL NEGRO;BC-UGE;4219.0;36.88;M. René CHOISNARD;BC-RN;1486.0;12.99;Mme Stéphanie ATGER;BC-UC;849.0;7.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;13;Mennecy;47989;33137;14852;523;208;14121;M. Patrick IMBERT;BC-DVD;6016.0;42.6;Mme Laetitia COLONNA;BC-DVG;4608.0;32.63;M. Sami KHODJA;BC-RN;3497.0;24.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;14;Palaiseau;40675;25250;15425;293;346;14786;Mme Anne LAUNAY;BC-UG;6877.0;46.51;Mme Marie-Christine GRAVELEAU;BC-DVD;5839.0;39.49;M. Olivier HORVATH;BC-RN;1443.0;9.76;Mme Claire DEMATHIEU;BC-DIV;627.0;4.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;15;Ris-Orangis;31805;23837;7968;271;154;7543;M. Stéphane RAFFALLI;BC-UG;3614.0;47.91;Mme Laurence BUDELOT;BC-UDI;2081.0;27.59;Mme Brigitte MANUCEAU;BC-RN;1848.0;24.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;16;Sainte-Geneviève-des-Bois;42429;29829;12600;356;169;12075;Mme Marie-Claire ARASA;BC-UG;6097.0;50.49;M. François CHOLLEY;BC-DVD;3768.0;31.2;Mme Alexandra GEOFFROY;BC-RN;2210.0;18.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;17;Savigny-sur-Orge;34854;24590;10264;192;104;9968;M. Ludovic BRIEY;BC-UGE;2711.0;27.2;M. Alexis TEILLET;BC-LR;2675.0;26.84;Mme Audrey GUIBERT;BC-RN;1899.0;19.05;Mme Aude HERNANDEZ;BC-REM;1625.0;16.3;M. Xavier DUGOIN;BC-UCD;1058.0;10.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;18;Les Ulis;33295;22564;10731;227;119;10385;Mme Latifa NAJI;BC-DVG;5066.0;48.78;Mme Françoise MARHUENDA;BC-DIV;3809.0;36.68;Mme Aurelie BARD;BC-RN;1510.0;14.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;19;Vigneux-sur-Seine;34735;25859;8876;173;120;8583;Mme Samia CARTIER;BC-DVD;4140.0;48.23;M. Christophe CARRÈRE;BC-UGE;2354.0;27.43;M. Lucien FÉLICITÉ;BC-RN;1305.0;15.2;M. Florian BOURRAS;BC-REM;784.0;9.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;20;Viry-Châtillon;29488;22707;6781;164;101;6516;M. Jérôme BÉRENGER;BC-UCD;3013.0;46.24;Mme Sara GHENAÏM;BC-UG;2394.0;36.74;M. Paolo GIOVANETTO;BC-RN;1109.0;17.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;21;Yerres;32841;23005;9836;198;100;9538;M. Olivier CLODONG;BC-DVD;5713.0;59.9;Mme Émilie GODART;BC-ECO;2817.0;29.53;M. Claude ALVES;BC-RN;1008.0;10.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;1;Antony;41500;25501;15999;524;0;15475;Mme Véronique BERGEROL;BC-LR;6195.0;40.03;M. Julien DOYEN;BC-UGE;2708.0;17.5;Mme Catherine FAVIER;BC-REM;2028.0;13.11;M. Bruno EDOUARD;BC-UG;1700.0;10.99;Mme Isabelle LAJEUNIE;BC-DVD;1538.0;9.94;M. Luc DOUMONT;BC-RN;1199.0;7.75;Mme Lucie VAUDEVILLE;BC-DIV;107.0;0.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;2;Asnières-sur-Seine;36854;25044;11810;278;137;11395;Mme Josiane FISCHER;BC-UCD;4343.0;38.11;M. Thomas BURY;BC-ECO;2156.0;18.92;Mme Isabelle GASTAL;BC-UC;1934.0;16.97;Mme Catherine ALIBERT;BC-RN;1041.0;9.14;Mme Miléna, Mathilde ESKENAZI;BC-SOC;964.0;8.46;Mme Mathilde HERIAUD;BC-UG;823.0;7.22;M. Antoine BRUNET;BC-EXG;134.0;1.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;3;Bagneux;35888;24377;11511;320;132;11059;Mme Hélène CILLIERES;BC-UG;3542.0;32.03;M. Patrice MARTIN;BC-UCD;2841.0;25.69;M. Christophe BONAZZI;BC-ECO;2556.0;23.11;Mme Eléonore GARCIA;BC-RN;1242.0;11.23;M. Olivier BARBEROUSSE;BC-UG;780.0;7.05;Mme Lucile DUPUY;BC-EXG;98.0;0.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;4;Boulogne-Billancourt-1;41185;26105;15080;355;0;14725;M. Pierre-Christophe BAGUET;BC-UCD;7848.0;53.3;M. Antoine DE JERPHANION;BC-DVD;3464.0;23.52;Mme Sarah CHAMPAGNE;BC-ECO;1729.0;11.74;M. Bruno DE GRAEVE;BC-RN;843.0;5.72;Mme Martine EVEN;BC-UG;841.0;5.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;5;Boulogne-Billancourt-2;44547;28789;15758;767;0;14991;M. Grégoire DE LA RONCIÈRE;BC-UD;6848.0;45.68;M. Philippe AUDOIN;BC-ECO;3178.0;21.2;Mme Dominique DE GOUTEL;BC-DVD;1939.0;12.93;Mme Anne BEAUFILS;BC-UG;1826.0;12.18;Mme Cécile GUILMAULT;BC-RN;1200.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;6;Châtenay-Malabry;53290;33201;20089;607;123;19359;Mme Nathalie LÉANDRI;BC-UCD;10455.0;54.01;Mme Marine LAURENT;BC-ECO;4612.0;23.82;M. Jean-Christophe DESSANGES;BC-REM;2744.0;14.17;M. Alexandre ASKANIAN;BC-RN;1548.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;7;Châtillon;36251;22237;14014;321;175;13518;Mme Anne-Christine BATAILLE;BC-UCD;5153.0;38.12;M. Lounes ADJROUD;BC-UGE;5113.0;37.82;Mme Juliette CHATELAIN;BC-RN;1362.0;10.08;M. Michel FAYE;BC-DIV;1087.0;8.04;Mme Marie-Claire CAILLETAUD;BC-COM;803.0;5.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;8;Clamart;53956;33645;20311;329;168;19814;Mme Sandrine BOURG;BC-LR;7296.0;36.82;Mme Adeline BEVING;BC-UGE;5614.0;28.33;Mme Sonia DAMLAMIAN;BC-REM;3626.0;18.3;Mme Julia CARRASCO;BC-RN;1649.0;8.32;M. Boris AMOROZ;BC-UG;1629.0;8.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;9;Clichy;30448;21546;8902;164;110;8628;Mme Alice LE MOAL;BC-UC;3827.0;44.36;M. Alain FOURNIER;BC-UGE;2243.0;26.0;M. Vincent BOSC;BC-REM;736.0;8.53;M. Sonny SEVERIN;BC-UG;707.0;8.19;Mme Liliane PRADIER;BC-RN;502.0;5.82;M. Louis-Alexandre ALCIATOR;BC-UCD;389.0;4.51;M. Pierre IWANOFF;BC-EXG;147.0;1.7;M. Idir LARBAOURI;BC-DIV;77.0;0.89;;;;;;;;;;;;;;;;;;;;;;;;
92;10;Colombes-1;39668;27688;11980;541;0;11439;Mme Nicole GOUETA;BC-LR;3149.0;27.53;Mme Chantal BARTHELEMY-RUIZ;BC-UGE;2871.0;25.1;M. Philippe PATTIER;BC-REM;2015.0;17.62;M. Lazhar BEKKARI;BC-UG;2009.0;17.56;Mme Emmanuelle CUIGNET;BC-RN;966.0;8.44;M. Denis BUTAYE;BC-DVD;429.0;3.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;11;Colombes-2;45560;28789;16771;610;54;16107;Mme Isabelle CAULLERY;BC-LR;8264.0;51.31;Mme Anne-Gaëlle COURTY AHMED;BC-UGE;2791.0;17.33;M. Stéphane AMIOT;BC-REM;2363.0;14.67;M. Jean-Florent CAMPION;BC-ECO;1017.0;6.31;M. Olivier MAILLOLS;BC-RN;1003.0;6.23;Mme Sylvie BERLOQUIN;BC-COM;669.0;4.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;12;Courbevoie-1;43440;27880;15560;672;29;14859;M. Daniel COURTES;BC-LR;5920.0;39.84;M. Jean-Philippe ELIE;BC-UC;3117.0;20.98;M. Timothée BRUDIEU;BC-ECO;2910.0;19.58;Mme Fazia AIT KACI;BC-RN;1465.0;9.86;Mme Aline DELOBEL;BC-UGE;1447.0;9.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;13;Courbevoie-2;48138;29558;18580;748;223;17609;M. Vincent FRANCHI;BC-UCD;7701.0;43.73;M. Christophe HAUTBOURG;BC-REM;3256.0;18.49;Mme Priscille DESCOLAS;BC-UGE;3223.0;18.3;M. Jean-Pierre CHABRUT;BC-RN;1853.0;10.52;Mme Nadine JEANNE;BC-UGE;1576.0;8.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
