CODDPT;CODCAN;CODSUBCOM;CODBURVOT;NBRINS;%VOTANTS;%EXPRIMES;%NULBLANCS;%ABSTENTIONS;BC-DLF;BC-DVD;BC-DVG;BC-FG;BC-FN;BC-SOC;BC-UC;BC-UD;BC-UDI;BC-UG;BC-UMP
18;16;20;0001;671;0.5603576751117735;0.5365126676602087;0.02384500745156483;0.4396423248882265;0.0;0.0;0.07898658718330849;0.0;0.13859910581222057;0.11922503725782414;0.0;0.07153502235469449;0.0;0.0;0.0
18;9;21;0001;218;0.6697247706422018;0.6192660550458715;0.05045871559633028;0.3302752293577982;0.0;0.0;0.18807339449541285;0.0;0.39908256880733944;0.1834862385321101;0.0;0.2706422018348624;0.0;0.0;0.0
18;16;22;0001;303;0.6171617161716172;0.6072607260726073;0.009900990099009901;0.38283828382838286;0.0;0.0;0.0429042904290429;0.0;0.10231023102310231;0.10561056105610561;0.0;0.1551155115511551;0.0;0.0;0.0
18;2;23;0001;1019;0.6104023552502453;0.6005888125613347;0.009813542688910697;0.38959764474975467;0.0;0.0;0.014720314033366046;0.0;0.042198233562315994;0.042198233562315994;0.0;0.014720314033366046;0.0;0.0;0.0
18;8;24;0001;85;0.7294117647058823;0.6823529411764706;0.047058823529411764;0.27058823529411763;0.0;0.0;0.058823529411764705;0.0;0.10588235294117647;0.18823529411764706;0.0;0.10588235294117647;0.0;0.0;0.0
18;2;25;0001;522;0.5057471264367817;0.48659003831417624;0.019157088122605363;0.4942528735632184;0.0;0.0;0.0210727969348659;0.0;0.09578544061302682;0.11302681992337164;0.0;0.05747126436781609;0.0;0.0;0.0
18;16;26;0001;721;0.565880721220527;0.5395284327323162;0.026352288488210817;0.43411927877947293;0.0;0.0;0.023578363384188627;0.0;0.08044382801664356;0.05131761442441054;0.0;0.04299583911234397;0.0;0.0;0.0
18;2;27;0001;455;0.6285714285714286;0.6021978021978022;0.026373626373626374;0.37142857142857144;0.0;0.0;0.02197802197802198;0.0;0.10329670329670329;0.09230769230769231;0.0;0.1076923076923077;0.0;0.0;0.0
18;11;28;0001;857;0.4865810968494749;0.4597432905484247;0.026837806301050177;0.5134189031505251;0.0;0.0;0.011668611435239206;0.0;0.10385064177362893;0.1691948658109685;0.0;0.10268378063010501;0.0;0.0;0.0
18;9;29;0001;268;0.5447761194029851;0.4962686567164179;0.048507462686567165;0.4552238805970149;0.0;0.0;0.011194029850746268;0.0;0.10074626865671642;0.07835820895522388;0.0;0.13805970149253732;0.0;0.0;0.0
18;1;30;0001;944;0.524364406779661;0.4904661016949153;0.03389830508474576;0.475635593220339;0.0;0.0;0.00423728813559322;0.0;0.023305084745762712;0.00847457627118644;0.0;0.022245762711864406;0.0;0.0;0.0
18;10;31;0001;442;0.5316742081447964;0.48868778280542985;0.042986425339366516;0.4683257918552036;0.0;0.0;0.029411764705882353;0.0;0.12217194570135746;0.06561085972850679;0.0;0.10633484162895927;0.0;0.0;0.0
18;16;32;0001;1117;0.5308863025962399;0.5111906893464637;0.019695613249776187;0.4691136974037601;0.0;0.0;0.004476275738585497;0.0;0.01342882721575649;0.01521933751119069;0.0;0.024171888988361683;0.0;0.0;0.0
18;6;33;0001;696;0.47270114942528735;0.4353448275862069;0.03735632183908046;0.5272988505747126;0.0;0.0;0.08045977011494253;0.0;0.17959770114942528;0.125;0.0;0.15517241379310345;0.0;0.0;0.0
18;6;33;0002;708;0.4774011299435028;0.4364406779661017;0.04096045197740113;0.5225988700564972;0.0;0.0;0.009887005649717515;0.0;0.031073446327683617;0.031073446327683617;0.0;0.01977401129943503;0.0;0.0;0.0
18;6;33;0003;667;0.4332833583208396;0.38980509745127434;0.043478260869565216;0.5667166416791605;0.0;0.0;0.02848575712143928;0.0;0.11094452773613193;0.07796101949025487;0.0;0.047976011994003;0.0;0.0;0.0
18;5;33;0004;814;0.48157248157248156;0.44226044226044225;0.03931203931203931;0.5184275184275184;0.0;0.0;0.007371007371007371;0.0;0.052825552825552825;0.033169533169533166;0.0;0.020884520884520884;0.0;0.0;0.0
18;5;33;0005;790;0.4582278481012658;0.4253164556962025;0.03291139240506329;0.5417721518987342;0.0;0.0;0.002531645569620253;0.0;0.002531645569620253;0.010126582278481013;0.0;0.020253164556962026;0.0;0.0;0.0
18;5;33;0006;782;0.44884910485933505;0.4194373401534527;0.029411764705882353;0.551150895140665;0.0;0.0;0.00639386189258312;0.0;0.023017902813299233;0.02557544757033248;0.0;0.05115089514066496;0.0;0.0;0.0
18;5;33;0007;789;0.40430925221799746;0.35994930291508237;0.044359949302915085;0.5956907477820025;0.0;0.0;0.11280101394169835;0.0;0.14068441064638784;0.044359949302915085;0.0;0.036755386565272496;0.0;0.0;0.0
18;5;33;0008;785;0.47770700636942676;0.4318471337579618;0.045859872611464965;0.5222929936305732;0.0;0.0;0.04076433121019108;0.0;0.09171974522292993;0.09044585987261146;0.0;0.11464968152866242;0.0;0.0;0.0
18;6;33;0009;740;0.37567567567567567;0.3216216216216216;0.05405405405405406;0.6243243243243243;0.0;0.0;0.016216216216216217;0.0;0.04594594594594595;0.07027027027027027;0.0;0.12702702702702703;0.0;0.0;0.0
18;6;33;0010;643;0.49300155520995337;0.4463452566096423;0.04665629860031104;0.5069984447900466;0.0;0.0;0.024883359253499222;0.0;0.038880248833592534;0.03421461897356143;0.0;0.029548989113530325;0.0;0.0;0.0
18;6;33;0011;696;0.4956896551724138;0.4353448275862069;0.0603448275862069;0.5043103448275862;0.0;0.0;0.020114942528735632;0.0;0.05747126436781609;0.04454022988505747;0.0;0.03879310344827586;0.0;0.0;0.0
18;6;33;0012;588;0.43537414965986393;0.3758503401360544;0.05952380952380952;0.564625850340136;0.0;0.0;0.05442176870748299;0.0;0.10714285714285714;0.05952380952380952;0.0;0.04081632653061224;0.0;0.0;0.0
18;6;33;0013;100;0.5;0.43;0.07;0.5;0.0;0.0;0.13;0.0;0.47;0.36;0.0;0.32;0.0;0.0;0.0
18;6;33;0014;654;0.43730886850152906;0.3929663608562691;0.04434250764525994;0.5626911314984709;0.0;0.0;0.00764525993883792;0.0;0.03669724770642202;0.045871559633027525;0.0;0.03058103975535168;0.0;0.0;0.0
18;6;33;0015;654;0.42507645259938837;0.3837920489296636;0.04128440366972477;0.5749235474006116;0.0;0.0;0.03363914373088685;0.0;0.14067278287461774;0.12844036697247707;0.0;0.13761467889908258;0.0;0.0;0.0
18;6;33;0016;585;0.4666666666666667;0.42735042735042733;0.039316239316239315;0.5333333333333333;0.0;0.0;0.035897435897435895;0.0;0.14871794871794872;0.15384615384615385;0.0;0.11282051282051282;0.0;0.0;0.0
18;6;33;0017;691;0.49493487698986977;0.4356005788712012;0.059334298118668596;0.5050651230101303;0.0;0.0;0.005788712011577424;0.0;0.005788712011577424;0.005788712011577424;0.0;0.024602026049204053;0.0;0.0;0.0
18;6;33;0018;622;0.49356913183279744;0.42443729903536975;0.06913183279742766;0.5064308681672026;0.0;0.0;0.04019292604501608;0.0;0.09807073954983923;0.15755627009646303;0.0;0.10932475884244373;0.0;0.0;0.0
18;6;33;0019;671;0.488822652757079;0.4143070044709389;0.07451564828614009;0.511177347242921;0.0;0.0;0.022354694485842028;0.0;0.08196721311475409;0.16393442622950818;0.0;0.07302533532041729;0.0;0.0;0.0
18;3;33;0020;761;0.47174770039421815;0.4336399474375821;0.03810775295663601;0.5282522996057819;0.0;0.0;0.023653088042049936;0.0;0.10906701708278581;0.09592641261498029;0.0;0.06964520367936924;0.0;0.0;0.0
18;3;33;0021;771;0.46303501945525294;0.4345006485084306;0.028534370946822308;0.5369649805447471;0.0;0.0;0.07003891050583658;0.0;0.11284046692607004;0.1582360570687419;0.0;0.08690012970168612;0.0;0.0;0.0
18;3;33;0022;760;0.26842105263157895;0.24736842105263157;0.021052631578947368;0.7315789473684211;0.0;0.0;0.05921052631578947;0.0;0.09605263157894736;0.14210526315789473;0.0;0.14342105263157895;0.0;0.0;0.0
18;3;33;0023;763;0.4416775884665793;0.40498034076015726;0.03669724770642202;0.5583224115334207;0.0;0.0;0.03800786369593709;0.0;0.06946264744429882;0.09698558322411534;0.0;0.04193971166448231;0.0;0.0;0.0
18;3;33;0024;766;0.5104438642297651;0.4725848563968668;0.037859007832898174;0.489556135770235;0.0;0.0;0.05483028720626632;0.0;0.09007832898172324;0.16057441253263707;0.0;0.097911227154047;0.0;0.0;0.0
18;3;33;0025;792;0.5202020202020202;0.4797979797979798;0.04040404040404041;0.4797979797979798;0.0;0.0;0.06565656565656566;0.0;0.10479797979797979;0.1755050505050505;0.0;0.1111111111111111;0.0;0.0;0.0
18;3;33;0026;686;0.47230320699708456;0.44169096209912534;0.030612244897959183;0.5276967930029155;0.0;0.0;0.04664723032069971;0.0;0.1326530612244898;0.17346938775510204;0.0;0.20116618075801748;0.0;0.0;0.0
18;3;33;0027;754;0.473474801061008;0.4482758620689655;0.025198938992042442;0.5265251989389921;0.0;0.0;0.0649867374005305;0.0;0.07692307692307693;0.13527851458885942;0.0;0.1246684350132626;0.0;0.0;0.0
18;3;33;0028;756;0.5026455026455027;0.4603174603174603;0.042328042328042326;0.4973544973544973;0.0;0.0;0.06084656084656084;0.0;0.07936507936507936;0.1402116402116402;0.0;0.16666666666666666;0.0;0.0;0.0
18;3;33;0029;765;0.4849673202614379;0.44575163398692813;0.0392156862745098;0.515032679738562;0.0;0.0;0.0784313725490196;0.0;0.06405228758169934;0.18823529411764706;0.0;0.12418300653594772;0.0;0.0;0.0
18;3;33;0030;831;0.4452466907340554;0.41636582430806257;0.02888086642599278;0.5547533092659447;0.0;0.0;0.07581227436823104;0.0;0.07701564380264742;0.15403128760529483;0.0;0.10348977135980746;0.0;0.0;0.0
18;3;33;0031;632;0.5253164556962026;0.49841772151898733;0.02689873417721519;0.47468354430379744;0.0;0.0;0.08227848101265822;0.0;0.15031645569620253;0.17405063291139242;0.0;0.14082278481012658;0.0;0.0;0.0
18;3;33;0032;638;0.5094043887147336;0.49059561128526646;0.018808777429467086;0.49059561128526646;0.0;0.0;0.05956112852664577;0.0;0.09717868338557993;0.1677115987460815;0.0;0.16927899686520376;0.0;0.0;0.0
18;3;33;0033;708;0.3983050847457627;0.3615819209039548;0.03672316384180791;0.6016949152542372;0.0;0.0;0.05790960451977401;0.0;0.1172316384180791;0.12429378531073447;0.0;0.1426553672316384;0.0;0.0;0.0
18;6;33;0034;639;0.4522691705790297;0.40688575899843504;0.04538341158059468;0.5477308294209703;0.0;0.0;0.056338028169014086;0.0;0.12363067292644757;0.1189358372456964;0.0;0.10172143974960876;0.0;0.0;0.0
18;6;33;0035;481;0.46153846153846156;0.4095634095634096;0.05197505197505198;0.5384615384615384;0.0;0.0;0.08316008316008316;0.0;0.1683991683991684;0.1995841995841996;0.0;0.18295218295218296;0.0;0.0;0.0
18;6;33;0036;458;0.4148471615720524;0.36026200873362446;0.05458515283842795;0.5851528384279476;0.0;0.0;0.11135371179039301;0.0;0.13755458515283842;0.29475982532751094;0.0;0.27729257641921395;0.0;0.0;0.0
18;3;33;0037;690;0.4971014492753623;0.4420289855072464;0.05507246376811594;0.5028985507246376;0.0;0.0;0.09565217391304348;0.0;0.06956521739130435;0.1463768115942029;0.0;0.15072463768115943;0.0;0.0;0.0
18;3;33;0038;693;0.5786435786435786;0.5425685425685426;0.03607503607503607;0.4213564213564214;0.0;0.06060606060606061;0.0;0.07647907647907648;0.0;0.12121212121212122;0.0;0.07503607503607504;0.0;0.0;0.0
18;3;33;0039;710;0.4943661971830986;0.44929577464788734;0.04507042253521127;0.5056338028169014;0.0;0.05070422535211268;0.0;0.08169014084507042;0.0;0.1267605633802817;0.0;0.04647887323943662;0.0;0.0;0.0
18;6;33;0040;751;0.4380825565912117;0.3954727030625832;0.0426098535286285;0.5619174434087882;0.0;0.0492676431424767;0.0;0.07190412782956059;0.0;0.1411451398135819;0.0;0.12250332889480692;0.0;0.0;0.0
18;6;33;0041;754;0.4230769230769231;0.383289124668435;0.03978779840848806;0.5769230769230769;0.0;0.038461538461538464;0.0;0.07161803713527852;0.0;0.1286472148541114;0.0;0.05305039787798409;0.0;0.0;0.0
18;4;33;0042;651;0.39631336405529954;0.3548387096774194;0.041474654377880185;0.6036866359447005;0.0;0.053763440860215055;0.0;0.06912442396313365;0.0;0.1228878648233487;0.0;0.14285714285714285;0.0;0.0;0.0
18;4;33;0043;593;0.40134907251264756;0.36593591905564926;0.03541315345699832;0.5986509274873525;0.0;0.07588532883642496;0.0;0.08263069139966273;0.0;0.18381112984822934;0.0;0.20741989881956155;0.0;0.0;0.0
18;4;33;0044;713;0.46984572230014027;0.4053295932678822;0.06451612903225806;0.5301542776998598;0.0;0.07433380084151472;0.0;0.06451612903225806;0.0;0.11921458625525946;0.0;0.13604488078541374;0.0;0.0;0.0
18;4;33;0045;675;0.3718518518518519;0.32592592592592595;0.045925925925925926;0.6281481481481481;0.0;0.047407407407407405;0.0;0.05925925925925926;0.0;0.11259259259259259;0.0;0.08;0.0;0.0;0.0
18;4;33;0046;678;0.42330383480825956;0.37315634218289084;0.05014749262536873;0.5766961651917404;0.0;0.05752212389380531;0.0;0.06784660766961652;0.0;0.10766961651917405;0.0;0.08849557522123894;0.0;0.0;0.0
18;4;33;0047;723;0.4827109266943292;0.4508990318118949;0.0318118948824343;0.5172890733056709;0.0;0.04426002766251729;0.0;0.12448132780082988;0.0;0.0636237897648686;0.0;0.06639004149377593;0.0;0.0;0.0
18;4;33;0048;726;0.4228650137741047;0.38705234159779617;0.03581267217630854;0.5771349862258953;0.0;0.03994490358126722;0.0;0.15977961432506887;0.0;0.06473829201101929;0.0;0.048209366391184574;0.0;0.0;0.0
18;4;33;0049;682;0.34017595307917886;0.2961876832844575;0.04398826979472141;0.6598240469208211;0.0;0.07624633431085044;0.0;0.07624633431085044;0.0;0.10410557184750734;0.0;0.12903225806451613;0.0;0.0;0.0
18;4;33;0050;683;0.36749633967789164;0.3191800878477306;0.048316251830161056;0.6325036603221084;0.0;0.09077598828696926;0.0;0.10102489019033675;0.0;0.12005856515373353;0.0;0.09077598828696926;0.0;0.0;0.0
18;5;33;0051;812;0.43842364532019706;0.41625615763546797;0.022167487684729065;0.5615763546798029;0.0;0.06896551724137931;0.0;0.11083743842364532;0.0;0.07881773399014778;0.0;0.08497536945812807;0.0;0.0;0.0
18;5;33;0052;824;0.3434466019417476;0.3191747572815534;0.024271844660194174;0.6565533980582524;0.0;0.055825242718446605;0.0;0.12014563106796117;0.0;0.08616504854368932;0.0;0.05461165048543689;0.0;0.0;0.0
18;5;33;0053;814;0.2628992628992629;0.23464373464373464;0.028255528255528257;0.7371007371007371;0.0;0.0;0.0;0.060196560196560195;0.05528255528255528;0.14742014742014742;0.0;0.17936117936117937;0.0;0.0;0.0
18;5;33;0054;811;0.4093711467324291;0.36991368680641185;0.03945745992601726;0.5906288532675709;0.0;0.0;0.0;0.05795314426633785;0.11097410604192355;0.11344019728729964;0.0;0.1319358816276202;0.0;0.0;0.0
18;5;33;0055;819;0.5286935286935287;0.4981684981684982;0.030525030525030524;0.4713064713064713;0.0;0.0;0.0;0.09401709401709402;0.06227106227106227;0.12087912087912088;0.0;0.12332112332112333;0.0;0.0;0.0
18;5;33;0056;610;0.25573770491803277;0.24262295081967214;0.013114754098360656;0.7442622950819672;0.0;0.0;0.0;0.07377049180327869;0.10491803278688525;0.13278688524590163;0.0;0.1540983606557377;0.0;0.0;0.0
18;5;33;0057;662;0.3731117824773414;0.3429003021148036;0.030211480362537766;0.6268882175226587;0.0;0.0;0.0;0.0755287009063444;0.09667673716012085;0.1419939577039275;0.0;0.19788519637462235;0.0;0.0;0.0
18;5;33;0058;654;0.46636085626911317;0.42966360856269115;0.03669724770642202;0.5336391437308868;0.0;0.0;0.0;0.05657492354740061;0.10856269113149847;0.18501529051987767;0.0;0.16666666666666666;0.0;0.0;0.0
18;4;33;0059;697;0.34433285509325684;0.3098995695839311;0.03443328550932568;0.6556671449067432;0.0;0.0;0.0;0.0703012912482066;0.09038737446197992;0.12482065997130559;0.0;0.09182209469153516;0.0;0.0;0.0
18;4;33;0060;713;0.36746143057503505;0.31837307152875177;0.04908835904628331;0.6325385694249649;0.0;0.0;0.0;0.04908835904628331;0.07152875175315568;0.09396914446002805;0.0;0.05329593267882188;0.0;0.0;0.0
18;4;33;0061;733;0.42701227830832195;0.3587994542974079;0.06821282401091405;0.572987721691678;0.0;0.0;0.0;0.04365620736698499;0.07639836289222374;0.13096862210095497;0.0;0.1582537517053206;0.0;0.0;0.0
18;4;33;0062;714;0.42016806722689076;0.3851540616246499;0.0350140056022409;0.5798319327731093;0.0;0.0;0.0;0.06582633053221289;0.12745098039215685;0.16806722689075632;0.0;0.21008403361344538;0.0;0.0;0.0
18;4;33;0063;731;0.45006839945280436;0.3816689466484268;0.06839945280437756;0.5499316005471956;0.0;0.0;0.0;0.03419972640218878;0.07113543091655267;0.06429548563611491;0.0;0.03283173734610123;0.0;0.0;0.0
18;4;33;0064;706;0.43909348441926344;0.3696883852691218;0.06940509915014165;0.5609065155807366;0.0;0.0;0.0;0.05240793201133145;0.06515580736543909;0.10198300283286119;0.0;0.10198300283286119;0.0;0.0;0.0
18;12;34;0001;257;0.5680933852140078;0.48638132295719844;0.08171206225680934;0.43190661478599224;0.0;0.0;0.0;0.14785992217898833;0.26459143968871596;0.2529182879377432;0.0;0.4280155642023346;0.0;0.0;0.0
18;14;35;0001;621;0.5233494363929146;0.499194847020934;0.024154589371980676;0.47665056360708535;0.0;0.0;0.07568438003220612;0.0;0.0;0.10789049919484701;0.0;0.30434782608695654;0.0;0.0;0.0
18;11;36;0001;454;0.5837004405286343;0.5550660792951542;0.028634361233480177;0.41629955947136565;0.0;0.0;0.06607929515418502;0.0;0.0;0.16299559471365638;0.0;0.45154185022026433;0.0;0.0;0.0
18;1;37;0001;896;0.5212053571428571;0.4921875;0.029017857142857144;0.47879464285714285;0.0;0.0;0.030133928571428572;0.0;0.0;0.08035714285714286;0.0;0.1796875;0.0;0.0;0.0
18;12;38;0001;432;0.5648148148148148;0.5277777777777778;0.037037037037037035;0.4351851851851852;0.0;0.0;0.13194444444444445;0.0;0.0;0.1875;0.0;0.23148148148148148;0.0;0.0;0.0
18;16;39;0001;284;0.5985915492957746;0.573943661971831;0.02464788732394366;0.4014084507042254;0.0;0.0;0.19718309859154928;0.0;0.0;0.23943661971830985;0.0;0.573943661971831;0.0;0.0;0.0
18;9;40;0001;275;0.5490909090909091;0.5236363636363637;0.025454545454545455;0.4509090909090909;0.0;0.0;0.14545454545454545;0.0;0.0;0.2545454545454545;0.0;0.7018181818181818;0.0;0.0;0.0
18;8;41;0001;155;0.535483870967742;0.5161290322580645;0.01935483870967742;0.4645161290322581;0.0;0.0;0.18064516129032257;0.0;0.0;0.3548387096774194;0.0;0.8903225806451613;0.0;0.0;0.0
18;12;42;0001;266;0.5263157894736842;0.5;0.02631578947368421;0.47368421052631576;0.0;0.0;0.07142857142857142;0.0;0.0;0.06015037593984962;0.0;0.03007518796992481;0.0;0.0;0.0
18;8;43;0001;150;0.7533333333333333;0.7266666666666667;0.02666666666666667;0.24666666666666667;0.0;0.0;0.36;0.0;0.0;0.4533333333333333;0.0;0.9;0.0;0.0;0.0
18;11;44;0001;270;0.5370370370370371;0.4962962962962963;0.040740740740740744;0.46296296296296297;0.0;0.0;0.18518518518518517;0.0;0.0;0.3333333333333333;0.0;0.4111111111111111;0.0;0.0;0.0
18;9;45;0001;312;0.5769230769230769;0.5256410256410257;0.05128205128205128;0.4230769230769231;0.0;0.0;0.10897435897435898;0.0;0.0;0.20833333333333334;0.0;0.483974358974359;0.0;0.0;0.0
18;17;46;0001;126;0.6428571428571429;0.5952380952380952;0.047619047619047616;0.35714285714285715;0.0;0.0;0.4444444444444444;0.0;0.0;0.8174603174603174;0.0;1.126984126984127;0.0;0.0;0.0
18;1;47;0001;500;0.588;0.542;0.046;0.412;0.0;0.0;0.066;0.0;0.0;0.164;0.0;0.298;0.0;0.0;0.0
18;10;48;0001;305;0.4426229508196721;0.4360655737704918;0.006557377049180328;0.5573770491803278;0.0;0.0;0.21311475409836064;0.0;0.0;0.28852459016393445;0.0;0.4098360655737705;0.0;0.0;0.0
18;2;49;0001;375;0.6266666666666667;0.6053333333333333;0.021333333333333333;0.37333333333333335;0.0;0.0;0.09066666666666667;0.0;0.0;0.19466666666666665;0.0;0.408;0.0;0.0;0.0
18;13;50;0001;1043;0.5215723873441994;0.5052732502396932;0.016299137104506232;0.4784276126558006;0.0;0.0;0.03547459252157239;0.0;0.0;0.06327900287631831;0.0;0.09012464046021093;0.0;0.0;0.0
18;13;50;0002;937;0.5186766275346851;0.49306296691568835;0.025613660618996798;0.4813233724653148;0.0;0.0;0.035218783351120594;0.0;0.0;0.061899679829242264;0.0;0.07897545357524013;0.0;0.0;0.0
18;13;50;0003;942;0.5318471337579618;0.4968152866242038;0.03503184713375796;0.4681528662420382;0.0;0.0;0.050955414012738856;0.0;0.0;0.07961783439490445;0.0;0.18471337579617833;0.0;0.0;0.0
18;14;51;0001;143;0.6223776223776224;0.6013986013986014;0.02097902097902098;0.3776223776223776;0.0;0.0;0.2937062937062937;0.0;0.0;0.5524475524475524;0.0;1.1748251748251748;0.0;0.0;0.0
18;9;52;0001;623;0.6003210272873194;0.5714285714285714;0.028892455858747994;0.3996789727126806;0.0;0.0;0.0;0.17495987158908508;0.17335473515248795;0.060995184590690206;0.0;0.11556982343499198;0.0;0.0;0.0
18;9;52;0002;255;0.5450980392156862;0.5333333333333333;0.011764705882352941;0.4549019607843137;0.0;0.0;0.0;0.28627450980392155;0.3764705882352941;0.1568627450980392;0.0;0.39215686274509803;0.0;0.0;0.0
18;2;53;0001;257;0.4980544747081712;0.4785992217898833;0.019455252918287938;0.5019455252918288;0.0;0.0;0.0;0.04669260700389105;0.08171206225680934;0.01556420233463035;0.0;0.11284046692607004;0.0;0.0;0.0
18;10;54;0001;189;0.6243386243386243;0.5925925925925926;0.031746031746031744;0.37566137566137564;0.0;0.0;0.0;0.582010582010582;0.328042328042328;0.12698412698412698;0.0;0.30687830687830686;0.0;0.0;0.0
